1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-2.1898,-2.332,-2.527,-2.7448,-2.9698,-3.1922,-3.4046,-3.5996,-3.7684,-3.8964,-3.9566,-3.9284,-3.8424,-3.7262,-3.5956,-3.4618,-3.3354,-3.2264,-3.1478,-3.1198,-3.1784,-3.3436,-3.5754,-3.8418,-4.1244,-4.4094,-4.6856,-4.9424,-5.169,-5.3502,-5.4624,-5.4972,-5.4806,-5.4318,-5.3634,-5.2854,-5.2062,-5.1326,-5.0692,-5.0186,-4.9792,-4.9506,-4.9342,-4.9286,-4.9298,-4.9336,-4.936,-4.934,-4.9286,-4.9272,-4.9486,-4.99,-5.0272,-5.0474,-5.0444,-5.017,-4.966,-4.8946,-4.809,-4.72,-4.6438,-4.5814,-4.5224,-4.4634,-4.4034,-4.3428,-4.2812,-4.217,-4.1446,-4.0504,-3.9114,-3.7368,-3.5492,-3.3592,-3.1722,-2.9914,-2.8204,-2.665,-2.5362,-2.4592,-2.4682,-2.5428,-2.6484,-2.7674,-2.8904,-3.0112,-3.1244,-3.2232,-3.2964,-3.3224,-3.2748,-3.1744,-3.0472,-2.906,-2.758,-2.607,-2.456,-2.3068,-2.1612,-2.0228
-2.2166,-2.3636,-2.5608,-2.7782,-3.0016,-3.2224,-3.4336,-3.629,-3.8002,-3.9348,-4.0034,-3.9698,-3.8828,-3.769,-3.6428,-3.5146,-3.394,-3.2902,-3.2156,-3.1878,-3.248,-3.432,-3.6778,-3.9562,-4.2492,-4.5444,-4.8312,-5.0994,-5.3388,-5.5356,-5.6616,-5.702,-5.6938,-5.6548,-5.5962,-5.5278,-5.4566,-5.3888,-5.3286,-5.278,-5.2344,-5.1966,-5.1678,-5.1466,-5.13,-5.1142,-5.0964,-5.0744,-5.0498,-5.0298,-5.0414,-5.0824,-5.1204,-5.1434,-5.1456,-5.125,-5.0822,-5.02,-4.944,-4.864,-4.8018,-4.7556,-4.7118,-4.6664,-4.6182,-4.567,-4.5118,-4.4502,-4.3768,-4.2782,-4.1202,-3.9186,-3.7014,-3.4796,-3.2598,-3.0466,-2.8448,-2.6612,-2.5076,-2.408,-2.4178,-2.501,-2.618,-2.7518,-2.892,-3.0312,-3.1628,-3.279,-3.3686,-3.4094,-3.3578,-3.2494,-3.1124,-2.959,-2.797,-2.6312,-2.4652,-2.3018,-2.1434,-1.99446
-2.3592,-2.484,-2.6582,-2.8558,-3.0612,-3.265,-3.4604,-3.6408,-3.7974,-3.9162,-3.9744,-3.9586,-3.8908,-3.7954,-3.6878,-3.5794,-3.4792,-3.3974,-3.3468,-3.3468,-3.4278,-3.6024,-3.8416,-4.1162,-4.4072,-4.7012,-4.9874,-5.2552,-5.4936,-5.6876,-5.8178,-5.8784,-5.8884,-5.865,-5.8206,-5.7644,-5.7034,-5.6432,-5.5878,-5.5388,-5.4948,-5.4558,-5.4226,-5.3942,-5.3684,-5.3428,-5.3148,-5.2842,-5.254,-5.2334,-5.237,-5.2624,-5.291,-5.3094,-5.3112,-5.2934,-5.2562,-5.202,-5.1368,-5.0698,-5.0138,-4.9694,-4.9282,-4.8856,-4.8392,-4.7874,-4.7282,-4.658,-4.5694,-4.4488,-4.28,-4.0696,-3.8376,-3.5972,-3.3574,-3.1248,-2.9064,-2.7116,-2.5546,-2.4598,-2.4524,-2.518,-2.6264,-2.7578,-2.8994,-3.0418,-3.1762,-3.2926,-3.3772,-3.4082,-3.3668,-3.267,-3.1314,-2.9746,-2.806,-2.6318,-2.4566,-2.2844,-2.119,-1.96492
-2.5598,-2.6642,-2.8068,-2.9718,-3.146,-3.32,-3.487,-3.6402,-3.7712,-3.8686,-3.9192,-3.9184,-3.8764,-3.81,-3.7328,-3.6558,-3.5886,-3.5412,-3.526,-3.5596,-3.659,-3.8288,-4.0544,-4.3156,-4.5948,-4.8784,-5.1548,-5.4134,-5.6426,-5.83,-5.9634,-6.0408,-6.071,-6.0668,-6.0396,-5.9982,-5.9496,-5.8992,-5.8512,-5.8074,-5.768,-5.733,-5.7022,-5.6744,-5.6478,-5.6202,-5.5906,-5.5598,-5.5312,-5.512,-5.5086,-5.5192,-5.5342,-5.5432,-5.5398,-5.5208,-5.4858,-5.437,-5.3792,-5.3194,-5.2644,-5.2154,-5.1684,-5.1196,-5.066,-5.005,-4.9334,-4.8466,-4.7374,-4.5962,-4.4158,-4.2002,-3.9618,-3.7128,-3.4634,-3.2222,-2.9984,-2.8028,-2.6496,-2.5566,-2.5346,-2.577,-2.6652,-2.7818,-2.9124,-3.0454,-3.1702,-3.2752,-3.346,-3.3676,-3.3306,-3.2408,-3.1122,-2.9582,-2.7886,-2.6108,-2.431,-2.2544,-2.0856,-1.92836
-2.7934,-2.8782,-2.9886,-3.1156,-3.2506,-3.386,-3.516,-3.6348,-3.7362,-3.8126,-3.8572,-3.8686,-3.8528,-3.8196,-3.7796,-3.7422,-3.7158,-3.7094,-3.7334,-3.799,-3.9156,-4.085,-4.2988,-4.5438,-4.806,-5.0732,-5.3342,-5.579,-5.7968,-5.9776,-6.1138,-6.2038,-6.2522,-6.2676,-6.2588,-6.234,-6.1998,-6.1618,-6.1242,-6.0896,-6.0592,-6.0332,-6.0106,-5.9898,-5.969,-5.9462,-5.9208,-5.894,-5.869,-5.85,-5.8404,-5.839,-5.8404,-5.8378,-5.8262,-5.8022,-5.7654,-5.7174,-5.6614,-5.602,-5.543,-5.4852,-5.427,-5.3654,-5.298,-5.2214,-5.132,-5.0252,-4.8952,-4.7356,-4.5438,-4.3226,-4.0806,-3.828,-3.5754,-3.3324,-3.109,-2.9164,-2.7664,-2.671,-2.6358,-2.6566,-2.7218,-2.817,-2.9286,-3.0446,-3.1526,-3.241,-3.297,-3.3094,-3.2726,-3.189,-3.0674,-2.918,-2.7504,-2.5724,-2.3912,-2.2128,-2.0424,-1.88384
-3.0464,-3.1116,-3.1898,-3.2772,-3.3692,-3.4612,-3.5494,-3.6306,-3.701,-3.7572,-3.7964,-3.819,-3.8282,-3.8298,-3.8306,-3.8366,-3.855,-3.892,-3.955,-4.051,-4.1846,-4.3562,-4.561,-4.7902,-5.034,-5.2822,-5.5258,-5.7552,-5.9616,-6.137,-6.2756,-6.376,-6.4406,-6.4746,-6.4848,-6.4778,-6.4598,-6.4362,-6.4118,-6.39,-6.3728,-6.3604,-6.3512,-6.343,-6.333,-6.3196,-6.302,-6.281,-6.259,-6.2392,-6.2236,-6.2116,-6.2,-6.185,-6.1624,-6.1304,-6.0878,-6.0356,-5.9758,-5.9108,-5.8426,-5.7722,-5.6986,-5.62,-5.5342,-5.438,-5.3284,-5.2006,-5.0506,-4.8742,-4.6708,-4.443,-4.1976,-3.9436,-3.6906,-3.4486,-3.2278,-3.038,-2.8892,-2.789,-2.7412,-2.7426,-2.785,-2.857,-2.9464,-3.0414,-3.13,-3.2004,-3.2418,-3.245,-3.206,-3.1252,-3.0084,-2.8634,-2.6986,-2.5218,-2.3408,-2.1618,-1.99096,-1.83256
-3.3092,-3.3544,-3.401,-3.4484,-3.496,-3.5428,-3.5878,-3.6302,-3.6696,-3.7062,-3.7404,-3.7736,-3.8076,-3.844,-3.8862,-3.9372,-4.001,-4.0816,-4.1828,-4.3078,-4.4582,-4.6336,-4.8312,-5.0458,-5.2716,-5.5012,-5.7274,-5.9422,-6.1386,-6.31,-6.452,-6.5622,-6.642,-6.6944,-6.724,-6.736,-6.7356,-6.7284,-6.7196,-6.7136,-6.7132,-6.7186,-6.7274,-6.7362,-6.7412,-6.7398,-6.7312,-6.7162,-6.6966,-6.6746,-6.6524,-6.6296,-6.605,-6.5762,-6.5408,-6.4974,-6.445,-6.384,-6.3152,-6.2398,-6.1582,-6.0714,-5.979,-5.8802,-5.7732,-5.6556,-5.5244,-5.376,-5.2068,-5.0148,-4.7994,-4.564,-4.3144,-4.0586,-3.8056,-3.565,-3.346,-3.1578,-3.0078,-2.902,-2.842,-2.8256,-2.8468,-2.8962,-2.9634,-3.0372,-3.1064,-3.1596,-3.1874,-3.182,-3.1392,-3.0588,-2.9448,-2.8028,-2.6404,-2.465,-2.284,-2.105,-1.93428,-1.77702
-3.5732,-3.5988,-3.614,-3.6222,-3.6262,-3.6284,-3.6308,-3.6348,-3.6436,-3.6608,-3.6904,-3.7344,-3.7928,-3.864,-3.9472,-4.0424,-4.1506,-4.2734,-4.4114,-4.5644,-4.7312,-4.9106,-5.1018,-5.3034,-5.5126,-5.7252,-5.9356,-6.1382,-6.327,-6.4968,-6.6434,-6.7646,-6.8602,-6.9318,-6.9822,-7.0148,-7.034,-7.0448,-7.0532,-7.0652,-7.0846,-7.112,-7.1432,-7.1724,-7.1948,-7.207,-7.2078,-7.1976,-7.1782,-7.1524,-7.1216,-7.0872,-7.0484,-7.0044,-6.9536,-6.8954,-6.8294,-6.7554,-6.6734,-6.5832,-6.4846,-6.3782,-6.2642,-6.1428,-6.0132,-5.8732,-5.7204,-5.552,-5.3648,-5.1574,-4.9302,-4.686,-4.4306,-4.1716,-3.9172,-3.6764,-3.4578,-3.269,-3.1164,-3.0038,-2.9322,-2.8998,-2.9018,-2.9308,-2.9776,-3.0322,-3.0838,-3.1222,-3.1384,-3.125,-3.078,-2.9968,-2.8836,-2.7436,-2.5826,-2.4078,-2.2268,-2.047,-1.87634,-1.72072
-3.8308,-3.8372,-3.8214,-3.7914,-3.7542,-3.715,-3.6772,-3.6454,-3.6246,-3.6224,-3.6472,-3.7028,-3.7864,-3.8916,-4.0138,-4.1506,-4.3006,-4.463,-4.6362,-4.816,-4.9986,-5.1816,-5.3668,-5.5564,-5.751,-5.9488,-6.1464,-6.3398,-6.5242,-6.6954,-6.8492,-6.9834,-7.097,-7.1902,-7.2638,-7.3198,-7.3612,-7.3922,-7.4194,-7.4506,-7.4928,-7.546,-7.6034,-7.656,-7.697,-7.7224,-7.731,-7.7236,-7.702,-7.6692,-7.6278,-7.5796,-7.5246,-7.4626,-7.3936,-7.3172,-7.2336,-7.1426,-7.0438,-6.9354,-6.8166,-6.6872,-6.5494,-6.404,-6.251,-6.0888,-5.9152,-5.7276,-5.5236,-5.3014,-5.0618,-4.8076,-4.5446,-4.28,-4.022,-3.7788,-3.5582,-3.367,-3.2104,-3.0904,-3.008,-2.9612,-2.9464,-2.958,-2.9876,-3.026,-3.0634,-3.0898,-3.0968,-3.0772,-3.0264,-2.9436,-2.8306,-2.6914,-2.5314,-2.3568,-2.1748,-1.9938,-1.82216,-1.66812
-4.0724,-4.0596,-4.0134,-3.9482,-3.8746,-3.7992,-3.727,-3.6634,-3.6152,-3.5938,-3.6136,-3.6824,-3.7918,-3.9292,-4.087,-4.2608,-4.448,-4.6462,-4.8516,-5.0578,-5.2554,-5.4404,-5.619,-5.7978,-5.9804,-6.1668,-6.3552,-6.543,-6.7266,-6.9028,-7.0674,-7.2182,-7.353,-7.4714,-7.5724,-7.6562,-7.724,-7.779,-7.8266,-7.8776,-7.9446,-8.0282,-8.115,-8.1916,-8.2502,-8.2872,-8.3012,-8.2932,-8.2658,-8.2226,-8.1674,-8.1026,-8.0284,-7.9454,-7.854,-7.7552,-7.6498,-7.538,-7.4188,-7.29,-7.1476,-6.9928,-6.8292,-6.6594,-6.4834,-6.2998,-6.1064,-5.9012,-5.6812,-5.4452,-5.1926,-4.9268,-4.654,-4.3816,-4.1172,-3.8688,-3.6436,-3.448,-3.286,-3.1588,-3.066,-3.0064,-2.9778,-2.9754,-2.9918,-3.018,-3.0448,-3.063,-3.064,-3.0402,-2.987,-2.9028,-2.79,-2.6514,-2.4922,-2.3178,-2.135,-1.95192,-1.77816,-1.62498
-4.284,-4.2512,-4.1772,-4.0836,-3.9816,-3.8784,-3.7798,-3.692,-3.6226,-3.5832,-3.5964,-3.6818,-3.816,-3.981,-4.168,-4.3722,-4.5898,-4.8174,-5.0504,-5.2812,-5.4938,-5.6778,-5.8502,-6.0212,-6.1952,-6.374,-6.557,-6.743,-6.93,-7.1152,-7.295,-7.4662,-7.627,-7.7756,-7.9098,-8.0278,-8.1288,-8.214,-8.287,-8.3582,-8.4516,-8.5702,-8.6864,-8.7846,-8.8576,-8.9022,-8.9178,-8.9056,-8.8686,-8.8106,-8.7378,-8.653,-8.556,-8.4474,-8.3292,-8.203,-8.0706,-7.933,-7.79,-7.6382,-7.4702,-7.2874,-7.0978,-6.9042,-6.7064,-6.5028,-6.2914,-6.0696,-5.8352,-5.586,-5.32,-5.0412,-4.7568,-4.4742,-4.2006,-3.944,-3.7114,-3.5088,-3.34,-3.206,-3.1034,-3.033,-2.9938,-2.9816,-2.989,-3.0076,-3.0282,-3.0418,-3.0402,-3.0152,-2.9606,-2.8762,-2.764,-2.6272,-2.4694,-2.2964,-2.114,-1.92986,-1.75344,-1.59944
-4.4344,-4.3886,-4.2994,-4.1892,-4.0698,-3.9496,-3.8354,-3.7344,-3.6548,-3.6088,-3.6204,-3.7174,-3.8666,-4.0496,-4.2574,-4.4836,-4.7232,-4.9718,-5.2236,-5.4704,-5.6944,-5.8806,-6.0524,-6.2208,-6.3912,-6.5664,-6.748,-6.936,-7.13,-7.3282,-7.5272,-7.724,-7.9164,-8.1016,-8.2758,-8.436,-8.5792,-8.7046,-8.8146,-8.917,-9.0396,-9.1874,-9.3248,-9.4378,-9.5192,-9.5664,-9.5792,-9.5588,-9.5086,-9.4326,-9.338,-9.2284,-9.103,-8.9638,-8.8134,-8.6546,-8.4896,-8.3202,-8.147,-7.9674,-7.7716,-7.5624,-7.3492,-7.134,-6.9166,-6.6954,-6.4676,-6.2308,-5.9822,-5.7196,-5.4402,-5.1482,-4.8512,-4.5564,-4.271,-4.003,-3.7596,-3.5468,-3.369,-3.227,-3.1162,-3.0382,-2.993,-2.9756,-2.979,-2.9946,-3.0132,-3.0258,-3.0242,-3.0004,-2.947,-2.8644,-2.7548,-2.6208,-2.4664,-2.2964,-2.1172,-1.93588,-1.76154,-1.60892
-4.5046,-4.4624,-4.375,-4.2618,-4.137,-4.0104,-3.8912,-3.7882,-3.7116,-3.6752,-3.6984,-3.7922,-3.9432,-4.134,-4.3534,-4.5932,-4.8468,-5.1078,-5.3686,-5.6192,-5.8466,-6.0444,-6.2234,-6.3948,-6.566,-6.7416,-6.9252,-7.1184,-7.3226,-7.5368,-7.7594,-7.9872,-8.2174,-8.4458,-8.6678,-8.8782,-9.0732,-9.2504,-9.411,-9.5628,-9.7196,-9.8814,-10.029,-10.1482,-10.2314,-10.2758,-10.2808,-10.2486,-10.1818,-10.0856,-9.9652,-9.8244,-9.6654,-9.4902,-9.3022,-9.105,-8.9014,-8.6942,-8.484,-8.2688,-8.0448,-7.8134,-7.5796,-7.346,-7.1118,-6.8754,-6.6334,-6.3828,-6.1206,-5.844,-5.5518,-5.2474,-4.937,-4.628,-4.3282,-4.0456,-3.7882,-3.5622,-3.3722,-3.2194,-3.103,-3.022,-2.9752,-2.9578,-2.962,-2.9794,-3.0004,-3.0156,-3.0164,-2.9952,-2.9462,-2.8682,-2.763,-2.6336,-2.484,-2.3196,-2.1464,-1.97254,-1.8074,-1.6638
-4.5324,-4.4928,-4.4122,-4.3042,-4.1824,-4.0584,-3.9428,-3.8462,-3.7798,-3.7566,-3.7896,-3.8842,-4.034,-4.227,-4.452,-4.6994,-4.961,-5.2282,-5.4926,-5.7446,-5.9754,-6.1818,-6.3692,-6.546,-6.7206,-6.8992,-7.087,-7.288,-7.5048,-7.7384,-7.9882,-8.2518,-8.5252,-8.8034,-9.0802,-9.3488,-9.6036,-9.8408,-10.0594,-10.2626,-10.4544,-10.6324,-10.7866,-10.9066,-10.9862,-11.0228,-11.016,-10.9676,-10.8812,-10.7604,-10.6104,-10.435,-10.2376,-10.0216,-9.7912,-9.5504,-9.3032,-9.053,-8.8016,-8.5492,-8.2954,-8.041,-7.7884,-7.5386,-7.2906,-7.0416,-6.7882,-6.5262,-6.2518,-5.9626,-5.658,-5.3402,-5.0152,-4.6902,-4.3732,-4.0734,-3.7988,-3.5568,-3.353,-3.19,-3.0684,-2.987,-2.9428,-2.9296,-2.9396,-2.9636,-2.991,-3.0126,-3.0192,-3.0036,-2.9604,-2.8886,-2.7892,-2.6654,-2.5218,-2.3642,-2.199,-2.0344,-1.87932,-1.74272
-4.5314,-4.4946,-4.421,-4.3212,-4.2072,-4.0912,-3.9846,-3.8988,-3.8452,-3.835,-3.8774,-3.9756,-4.1262,-4.3204,-4.5484,-4.8,-5.066,-5.337,-5.6036,-5.8572,-6.091,-6.3032,-6.4968,-6.6788,-6.8572,-7.0396,-7.233,-7.4428,-7.6742,-7.9296,-8.2098,-8.513,-8.8346,-9.168,-9.5054,-9.8386,-10.1594,-10.4616,-10.7406,-10.9948,-11.2222,-11.4194,-11.5806,-11.6994,-11.772,-11.797,-11.775,-11.7076,-11.5978,-11.4492,-11.2664,-11.0534,-10.8144,-10.5538,-10.2766,-9.988,-9.693,-9.3962,-9.1012,-8.8104,-8.5252,-8.2468,-7.9758,-7.7118,-7.4524,-7.1938,-6.9318,-6.6612,-6.3776,-6.0778,-5.761,-5.4294,-5.0884,-4.7452,-4.4088,-4.0888,-3.7944,-3.5344,-3.3156,-3.1426,-3.017,-2.937,-2.8984,-2.8938,-2.9142,-2.9488,-2.9872,-3.0188,-3.0346,-3.0268,-2.991,-2.9258,-2.8324,-2.7146,-2.5774,-2.4268,-2.27,-2.1144,-1.96782,-1.83692
-4.5082,-4.4748,-4.408,-4.317,-4.2128,-4.1072,-4.012,-3.9386,-3.898,-3.9,-3.9518,-4.056,-4.2098,-4.4066,-4.6376,-4.8928,-5.1624,-5.4366,-5.7058,-5.9618,-6.1986,-6.4146,-6.6122,-6.7978,-6.9792,-7.165,-7.3636,-7.5826,-7.8288,-8.1072,-8.42,-8.7658,-9.1392,-9.5324,-9.9354,-10.3374,-10.7282,-11.0982,-11.439,-11.744,-12.0078,-12.2256,-12.394,-12.5108,-12.5748,-12.5864,-12.5468,-12.458,-12.3228,-12.1444,-11.9266,-11.6738,-11.3906,-11.0826,-10.7554,-10.4154,-10.0692,-9.7228,-9.382,-9.0512,-8.7338,-8.4308,-8.1418,-7.865,-7.5966,-7.3316,-7.0642,-6.7884,-6.4986,-6.1904,-5.8626,-5.5168,-5.1586,-4.7958,-4.438,-4.0956,-3.779,-3.499,-3.264,-3.0808,-2.952,-2.8758,-2.846,-2.8538,-2.8882,-2.9376,-2.9904,-3.0354,-3.063,-3.0652,-3.0376,-2.9788,-2.891,-2.7786,-2.6474,-2.5036,-2.3542,-2.2066,-2.067,-1.94124
-4.466,-4.4366,-4.3762,-4.2936,-4.1992,-4.1046,-4.0214,-3.9606,-3.9326,-3.9464,-4.008,-4.1196,-4.279,-4.4804,-4.7156,-4.975,-5.2492,-5.5278,-5.8012,-6.0608,-6.3008,-6.5192,-6.7188,-6.906,-7.089,-7.2774,-7.4804,-7.7074,-7.9676,-8.2686,-8.6148,-9.0054,-9.4338,-9.8898,-10.361,-10.8344,-11.2972,-11.7368,-12.1404,-12.4968,-12.7968,-13.0354,-13.211,-13.325,-13.3794,-13.3768,-13.319,-13.2084,-13.0472,-12.838,-12.5844,-12.2906,-11.9618,-11.6042,-11.2248,-10.8308,-10.4304,-10.0318,-9.643,-9.2708,-8.92,-8.5922,-8.2862,-7.9982,-7.723,-7.4542,-7.1848,-6.9076,-6.615,-6.3012,-5.9638,-5.6042,-5.2282,-4.8448,-4.4644,-4.0982,-3.7578,-3.4556,-3.203,-3.0092,-2.8784,-2.808,-2.7904,-2.8136,-2.865,-2.932,-3.0018,-3.0628,-3.1042,-3.1176,-3.0982,-3.0452,-2.962,-2.8538,-2.7276,-2.5896,-2.447,-2.3062,-2.1728,-2.052
-4.4062,-4.3808,-4.3262,-4.2508,-4.1658,-4.0822,-4.011,-3.9626,-3.9464,-3.9712,-4.0426,-4.1632,-4.3304,-4.5386,-4.7796,-5.0448,-5.3248,-5.6094,-5.889,-6.1542,-6.398,-6.6182,-6.8182,-7.0056,-7.1892,-7.3792,-7.5856,-7.819,-8.0912,-8.4132,-8.7924,-9.2288,-9.7142,-10.2344,-10.7746,-11.3194,-11.8542,-12.3634,-12.8304,-13.2388,-13.575,-13.8328,-14.0142,-14.1246,-14.1696,-14.1536,-14.079,-13.9476,-13.7616,-13.5224,-13.2332,-12.8984,-12.5234,-12.1154,-11.682,-11.2324,-10.7758,-10.3224,-9.8832,-9.4676,-9.0828,-8.7308,-8.4088,-8.111,-7.8306,-7.5602,-7.2918,-7.0166,-6.7254,-6.4096,-6.0644,-5.6918,-5.2986,-4.895,-4.4922,-4.102,-3.7372,-3.4114,-3.1392,-2.9338,-2.802,-2.7406,-2.7378,-2.7788,-2.8488,-2.934,-3.022,-3.1002,-3.1568,-3.1818,-3.1696,-3.1208,-3.0402,-2.9354,-2.8132,-2.6808,-2.5444,-2.4096,-2.2824,-2.1666
-4.3274,-4.3064,-4.2564,-4.1878,-4.1118,-4.0394,-3.9802,-3.9438,-3.939,-3.974,-4.0556,-4.1864,-4.3632,-4.5798,-4.828,-5.0998,-5.3866,-5.679,-5.9672,-6.2402,-6.4888,-6.7104,-6.9098,-7.0968,-7.2812,-7.4734,-7.683,-7.922,-8.2032,-8.5424,-8.9528,-9.4358,-9.9786,-10.5622,-11.1686,-11.7814,-12.385,-12.962,-13.4926,-13.954,-14.3254,-14.5996,-14.7842,-14.8906,-14.928,-14.9012,-14.8128,-14.6642,-14.4562,-14.1896,-13.8666,-13.4918,-13.071,-12.6126,-12.1254,-11.6192,-11.1052,-10.5952,-10.1028,-9.6414,-9.222,-8.8468,-8.5098,-8.203,-7.9182,-7.6474,-7.382,-7.1124,-6.8266,-6.5128,-6.1628,-5.7782,-5.369,-4.9476,-4.5254,-4.1142,-3.726,-3.376,-3.082,-2.8634,-2.732,-2.6826,-2.697,-2.756,-2.8432,-2.9452,-3.0498,-3.1448,-3.2168,-3.2534,-3.2466,-3.1992,-3.1194,-3.017,-2.8992,-2.7726,-2.6428,-2.5146,-2.3932,-2.2832
-4.2268,-4.2098,-4.1632,-4.1014,-4.0354,-3.9754,-3.9296,-3.9062,-3.9126,-3.9574,-4.049,-4.1912,-4.379,-4.6046,-4.86,-5.1382,-5.4316,-5.732,-6.03,-6.3136,-6.5692,-6.7914,-6.9902,-7.178,-7.366,-7.563,-7.7786,-8.0234,-8.3116,-8.663,-9.1012,-9.6314,-10.2302,-10.8722,-11.5376,-12.2102,-12.8744,-13.5134,-14.1054,-14.6212,-15.0268,-15.3124,-15.498,-15.6026,-15.6364,-15.6042,-15.5078,-15.347,-15.1216,-14.8318,-14.4782,-14.0652,-13.6004,-13.0928,-12.5526,-11.9908,-11.4194,-10.8522,-10.3042,-9.7944,-9.34,-8.9428,-8.5916,-8.2752,-7.9848,-7.7128,-7.4504,-7.1878,-6.912,-6.6058,-6.2534,-5.8582,-5.4366,-5.0028,-4.568,-4.1422,-3.7362,-3.3644,-3.0466,-2.8116,-2.6828,-2.649,-2.6804,-2.7536,-2.8528,-2.9656,-3.0818,-3.19,-3.2768,-3.3246,-3.3202,-3.2708,-3.1908,-3.0914,-2.98,-2.8614,-2.74,-2.6198,-2.5052,-2.4016
